caseid,casenum,cohort,schoolid,rural,gender,math_07,math_08,math_09,math_10,math_11,math_12,mothed,fathed
3385,2302,1,217,NA,1,NA,NA,NA,39.93,60.33,62.77,2,1
3386,1652,1,217,NA,1,NA,NA,NA,62.86,69.02,75.17,2,2
3387,1037,1,218,NA,1,NA,NA,NA,56.32,59.61,63.56,2,2
3388,5812,1,218,NA,0,NA,NA,NA,48.64,48.9,47.23,2,3
3389,1490,1,218,NA,0,NA,NA,NA,74.41,83.37,82.98,2,2
3390,2147,1,218,NA,1,NA,NA,NA,65.3,67.82,68.61,2,2
3391,1523,1,218,NA,1,NA,NA,NA,56.5,61.85,61.58,2,2
3392,4400,1,218,NA,0,NA,NA,NA,60.94,60.32,61.89,2,2
3393,1784,1,218,NA,1,NA,NA,NA,66.3,65.49,66.86,2,2
3394,2675,1,218,NA,0,NA,NA,NA,54.63,58.66,60.61,2,2
3395,4780,1,218,NA,1,NA,NA,NA,68.08,67.16,69.12,2,2
3396,3471,1,218,NA,0,NA,NA,NA,62.54,65.16,70.27,2,2
3397,5555,1,218,NA,1,NA,NA,NA,44.48,52.56,51.87,2,2
3398,2264,1,218,NA,0,NA,NA,NA,68.09,75.33,77,4,NA
3399,6188,1,218,NA,0,NA,NA,NA,37.35,NA,NA,2,2
3400,1970,1,218,NA,1,NA,NA,NA,49.09,NA,NA,2,1
3401,1514,1,218,NA,1,NA,NA,NA,61.22,59.66,64.42,2,2
3402,1365,1,218,NA,1,NA,NA,NA,65.5,64.46,67.55,5,2
3403,3574,1,218,NA,1,NA,NA,NA,65.41,58.95,63.73,2,3
3404,4677,1,218,NA,1,NA,NA,NA,63.39,72.79,74.5,5,2
3405,1923,1,218,NA,1,NA,NA,NA,64.04,64.39,69.12,2,2
3406,1106,1,218,NA,0,NA,NA,NA,57.38,50.35,44.49,NA,2
3407,2165,1,218,NA,1,NA,NA,NA,55.64,61.21,57.07,1,NA
3408,4238,1,218,NA,0,NA,NA,NA,58.03,61.32,66.66,2,2
3409,4918,1,218,NA,0,NA,NA,NA,63.7,61.96,65.34,1,NA
3410,2479,1,218,NA,1,NA,NA,NA,55.74,58.11,53.82,2,2
3411,4657,1,218,NA,1,NA,NA,NA,57.68,53.65,53.54,2,2
3412,2064,1,218,NA,1,NA,NA,NA,58.92,66.56,68.9,2,2
3413,1401,1,218,NA,0,NA,NA,NA,46.34,56.86,57.64,3,2
3414,1763,1,218,NA,0,NA,NA,NA,68.71,66.47,64.71,2,2
3415,4316,1,218,NA,0,NA,NA,NA,68.76,66.16,65.9,2,2
3416,1154,1,218,NA,1,NA,NA,NA,65.94,67.18,75.19,2,2
3417,4055,1,218,NA,0,NA,NA,NA,62.19,67.75,70.47,3,2
3418,3504,1,218,NA,0,NA,NA,NA,58.73,61.55,63.71,2,1
3419,4635,1,218,NA,1,NA,NA,NA,69.9,68.55,76.36,2,2
3420,3027,1,218,NA,0,NA,NA,NA,67.04,69.36,70.64,1,2
3421,1230,1,218,NA,0,NA,NA,NA,79.61,85.79,82.07,2,2
3422,1854,1,218,NA,0,NA,NA,NA,54.68,60.05,63.9,2,2
3423,6558,1,218,NA,1,NA,NA,NA,64.93,72.39,72.85,2,2
3424,5385,1,218,NA,1,NA,NA,NA,66.11,69.62,69.91,2,4
3425,3658,1,218,NA,1,NA,NA,NA,44.06,51.4,52.75,2,NA
3426,6018,1,218,NA,1,NA,NA,NA,55.13,56.58,59.31,1,1
3427,4265,1,218,NA,0,NA,NA,NA,63.89,66.2,68.81,2,4
3428,4050,1,218,NA,0,NA,NA,NA,45.09,43.12,43.46,1,2
3429,5657,1,218,NA,0,NA,NA,NA,59.96,64.75,66.25,2,5
3430,3359,1,218,NA,1,NA,NA,NA,45.64,49.49,55.19,2,2
3431,1637,1,218,NA,1,NA,NA,NA,56.05,58.8,50.97,5,2
3432,4698,1,218,NA,1,NA,NA,NA,73.49,72.88,80.7,4,NA
3433,1388,1,218,NA,0,NA,NA,NA,48.61,43.28,48.39,2,2
3434,5369,1,218,NA,1,NA,NA,NA,62.26,67.1,68.49,4,4
3435,2110,1,218,NA,1,NA,NA,NA,49.34,47.04,45.59,2,NA
3436,4818,1,218,NA,0,NA,NA,NA,68.27,77.57,73.89,1,1
3437,5511,1,218,NA,0,NA,NA,NA,50.51,65.17,57.1,2,1
3438,5792,1,218,NA,0,NA,NA,NA,59.09,60.06,62.78,1,2
3439,4123,1,218,NA,1,NA,NA,NA,63.08,64.31,69.72,1,2
3440,6503,1,218,NA,0,NA,NA,NA,54.2,58.59,59.63,2,4
3441,3468,1,218,NA,1,NA,NA,NA,55.85,50.87,55.58,2,NA
3442,5451,1,218,NA,1,NA,NA,NA,58.07,57.23,64.36,3,2
3443,3709,1,218,NA,1,NA,NA,NA,52.15,50.76,54.5,2,2
3444,2263,1,218,NA,0,NA,NA,NA,43.95,59.27,55.74,2,1
3445,6735,1,218,NA,0,NA,NA,NA,73.32,78.26,83.16,2,2
3446,5557,1,218,NA,0,NA,NA,NA,60.28,63.91,66.78,2,3
3447,6247,1,219,NA,0,NA,NA,NA,57.96,61.5,60.1,3,2
3448,1878,1,219,NA,1,NA,NA,NA,86.7,85.1,85.16,2,2
3449,3326,1,219,NA,1,NA,NA,NA,63.68,67.81,69.65,2,3
3450,1941,1,219,NA,0,NA,NA,NA,65.17,63.87,63.06,2,2
3451,3691,1,219,NA,0,NA,NA,NA,77.26,78.96,81.98,5,2
3452,2256,1,219,NA,1,NA,NA,NA,37.83,50.61,50.51,2,3
3453,5419,1,219,NA,1,NA,NA,NA,55.28,57.4,61.93,2,2
3454,2355,1,219,NA,1,NA,NA,NA,45.56,56.82,50.92,3,2
3455,4865,1,219,NA,1,NA,NA,NA,62.87,64.87,67.12,2,3
3456,2613,1,219,NA,0,NA,NA,NA,85.51,87.4,86.66,4,NA
3457,2120,1,219,NA,0,NA,NA,NA,65.3,73.13,65.97,4,2
3458,6684,1,219,NA,1,NA,NA,NA,81.07,85.57,88.79,5,3
3459,4206,1,219,NA,1,NA,NA,NA,58.04,72.4,75.32,2,4
3460,5283,1,219,NA,0,NA,NA,NA,64.81,68.64,70.57,4,2
3461,3919,1,219,NA,1,NA,NA,NA,68.93,68.21,74.61,2,2
3462,5380,1,219,NA,0,NA,NA,NA,68.06,66.17,74.67,2,2
3463,3414,1,219,NA,1,NA,NA,NA,52.22,67.03,74.18,2,2
3464,5714,1,219,NA,0,NA,NA,NA,57.06,65.35,65.87,2,4
3465,2998,1,219,NA,1,NA,NA,NA,46.63,53.46,54.46,4,4
3466,1568,1,219,NA,1,NA,NA,NA,60.1,64.75,69.13,2,2
3467,2917,1,219,NA,0,NA,NA,NA,58.01,70.79,71.34,2,2
3468,4622,1,219,NA,0,NA,NA,NA,69.92,77.89,77.15,2,2
3469,3672,1,219,NA,1,NA,NA,NA,64.35,67.41,64.67,4,4
3470,3277,1,219,NA,0,NA,NA,NA,62.32,56.29,63.09,2,3
3471,2717,1,219,NA,1,NA,NA,NA,58.48,71.63,76.78,4,2
3472,2639,1,219,NA,1,NA,NA,NA,72.61,78.37,78.92,4,5
3473,2823,1,219,NA,0,NA,NA,NA,64.46,73.02,73.16,4,2
3474,4322,1,219,NA,1,NA,NA,NA,59.48,60.56,63.35,2,2
3475,6236,1,219,NA,1,NA,NA,NA,53.51,63.51,67.28,2,2
3476,4708,1,219,NA,0,NA,NA,NA,67.24,76.58,75.76,5,2
3477,6478,1,219,NA,0,NA,NA,NA,35.01,54.7,50.46,2,2
3478,5459,1,219,NA,0,NA,NA,NA,57.19,70.33,68.04,2,2
3479,5585,1,219,NA,0,NA,NA,NA,70.31,68.93,71.93,2,4
3480,5606,1,219,NA,0,NA,NA,NA,43.96,46.68,50.93,2,3
3481,5978,1,219,NA,1,NA,NA,NA,52.07,NA,NA,1,2
3482,4017,1,219,NA,1,NA,NA,NA,60.22,68.92,67.95,5,5
3483,6204,1,219,NA,1,NA,NA,NA,83.17,87.72,85.31,5,4
3484,3981,1,219,NA,1,NA,NA,NA,60.56,63.77,60.67,2,4
3485,4612,1,219,NA,0,NA,NA,NA,59.14,54.21,56.41,2,2
3486,2251,1,219,NA,1,NA,NA,NA,56.78,56.17,65.94,2,2
3487,3278,1,219,NA,1,NA,NA,NA,63.34,74.28,71.91,4,3
3488,4151,1,219,NA,0,NA,NA,NA,44.06,47.2,49.85,4,3
3489,2989,1,219,NA,1,NA,NA,NA,67.47,71.02,79.41,5,3
3490,5985,1,219,NA,1,NA,NA,NA,51.59,69.85,73.67,4,4
3491,4675,1,219,NA,1,NA,NA,NA,59.18,56.2,63.52,2,2
3492,1842,1,219,NA,0,NA,NA,NA,50.53,50.11,62.46,2,3
3493,2193,1,219,NA,0,NA,NA,NA,69.38,77.8,73.07,2,5
3494,1334,1,219,NA,1,NA,NA,NA,53.88,57.23,62.63,2,5
3495,3519,1,219,NA,0,NA,NA,NA,76.38,84.3,85.58,2,3
3496,6323,1,219,NA,0,NA,NA,NA,49.21,66.7,69.54,3,4
3497,5460,1,219,NA,0,NA,NA,NA,68.13,82.97,82.39,2,NA
3498,1251,1,219,NA,0,NA,NA,NA,73.89,79.91,79.23,2,4
3499,6782,1,219,NA,1,NA,NA,NA,68.15,72.61,69.9,4,2
3500,4453,1,219,NA,1,NA,NA,NA,66.56,81.13,84.29,2,2
3501,1353,1,219,NA,0,NA,NA,NA,62.59,69.45,66.85,2,2
3502,6282,1,219,NA,1,NA,NA,NA,79.24,83.42,83.19,2,2
3503,4909,1,219,NA,0,NA,NA,NA,72.63,83.74,83.01,4,5
3504,6589,1,219,NA,0,NA,NA,NA,61.94,78.95,81.77,2,2
3505,4663,1,219,NA,1,NA,NA,NA,59.39,67.28,67.83,2,2
3506,2865,1,219,NA,1,NA,NA,NA,63.1,63.89,66.75,2,2
3507,3758,1,220,NA,0,NA,NA,NA,69.08,NA,NA,2,2
3508,2611,1,220,NA,1,NA,NA,NA,65.03,NA,NA,2,2
3509,3386,1,220,NA,0,NA,NA,NA,53.06,54.04,57,2,1
3510,1912,1,220,NA,1,NA,NA,NA,63.61,58.92,58.01,3,1
3511,5284,1,220,NA,1,NA,NA,NA,67.25,67.19,67.13,2,4
3512,4278,1,220,NA,1,NA,NA,NA,78.38,78.45,84.2,2,2
3513,2589,1,220,NA,1,NA,NA,NA,73.61,NA,NA,2,5
3514,3372,1,220,NA,1,NA,NA,NA,70.5,71.15,81.01,2,3
3515,2803,1,220,NA,1,NA,NA,NA,76.2,69.92,82.84,3,NA
3516,1765,1,220,NA,0,NA,NA,NA,65.85,61.29,65.46,2,2
3517,4875,1,220,NA,0,NA,NA,NA,59.41,NA,NA,2,2
3518,4343,1,220,NA,0,NA,NA,NA,60.43,57.1,53.76,2,2
3519,5678,1,220,NA,0,NA,NA,NA,53.78,57.41,59.52,2,1
3520,4199,1,220,NA,0,NA,NA,NA,61.01,NA,NA,2,2
3521,3533,1,220,NA,1,NA,NA,NA,46.29,45.07,48.99,2,2
3522,1084,1,220,NA,1,NA,NA,NA,61.01,68.67,67.82,2,2
3523,1517,1,220,NA,1,NA,NA,NA,71.38,68.76,82.84,5,2
3524,1189,1,220,NA,0,NA,NA,NA,61.99,52.72,52.91,2,2
3525,4519,1,220,NA,1,NA,NA,NA,64.49,68.96,70.37,5,5
3526,1786,1,220,NA,0,NA,NA,NA,71.6,74.7,81.21,1,1
3527,3566,1,220,NA,0,NA,NA,NA,77.11,72.01,75.51,2,2
3528,1650,1,220,NA,1,NA,NA,NA,44.36,49.72,NA,1,2
3529,1683,1,220,NA,0,NA,NA,NA,58.09,56.13,59.81,2,5
3530,6738,1,220,NA,1,NA,NA,NA,72.68,NA,NA,4,4
3531,4553,1,220,NA,0,NA,NA,NA,38.92,65.23,60.87,5,NA
3532,3715,1,220,NA,1,NA,NA,NA,74.31,69.32,73.28,2,2
3533,1337,1,220,NA,0,NA,NA,NA,74.21,71.17,76.81,2,3
3534,3617,1,220,NA,0,NA,NA,NA,65.04,59.28,78.49,2,1
3535,2929,1,220,NA,0,NA,NA,NA,48.53,58.59,NA,2,1
3536,3320,1,220,NA,0,NA,NA,NA,44.9,42.21,NA,2,4
3537,1422,1,220,NA,1,NA,NA,NA,54.93,53.61,52.29,3,1
3538,4172,1,220,NA,0,NA,NA,NA,66.28,63.58,60.87,2,2
3539,5609,1,220,NA,0,NA,NA,NA,79.51,84.23,88.95,2,1
3540,3478,1,220,NA,1,NA,NA,NA,56.49,69.68,68.7,2,2
3541,5430,1,220,NA,0,NA,NA,NA,63.62,58.97,63.26,2,2
3542,3239,1,220,NA,0,NA,NA,NA,59.43,NA,NA,3,2
3543,4697,1,220,NA,0,NA,NA,NA,64.89,65.55,76.74,1,NA
3544,4707,1,220,NA,0,NA,NA,NA,56.72,62.13,66.54,1,1
3545,1139,1,220,NA,1,NA,NA,NA,60.3,62.77,67.56,2,2
3546,3180,1,220,NA,1,NA,NA,NA,53.66,59.32,60.8,2,NA
3547,5104,1,220,NA,0,NA,NA,NA,64.24,67.49,70.96,2,1
3548,2237,1,220,NA,1,NA,NA,NA,65.52,70.02,77.54,2,2
3549,2572,1,220,NA,0,NA,NA,NA,66.93,65.47,62.49,2,3
3550,2210,1,220,NA,0,NA,NA,NA,65.68,63.12,70.52,2,2
3551,5194,1,220,NA,0,NA,NA,NA,55.76,NA,NA,2,5
3552,3139,1,220,NA,0,NA,NA,NA,54.23,48.27,62.41,2,2
3553,3357,1,220,NA,1,NA,NA,NA,58.4,65.2,66.13,2,2
3554,2309,1,220,NA,0,NA,NA,NA,78.85,76.76,79.63,4,1
3555,3707,1,220,NA,0,NA,NA,NA,73,76.45,73.58,2,2
3556,1545,1,220,NA,0,NA,NA,NA,68.2,65.13,68.74,2,3
3557,4601,1,220,NA,1,NA,NA,NA,61.42,61.56,65.49,2,2
