caseid,casenum,cohort,schoolid,rural,gender,math_07,math_08,math_09,math_10,math_11,math_12,mothed,fathed
976,2060,2,118,0,0,43.07,37.61,32.15,30.96,51.8,48.4,2,2
977,5019,2,118,0,1,53.43,64.95,68.84,72.73,78.86,79.6,2,2
978,3594,2,118,0,0,35.35,36.69,33.86,38.94,33.04,35.44,2,2
979,5216,2,118,0,0,35.07,43.3,38.48,46.49,38.07,37.38,2,5
980,4301,2,118,0,0,46.58,37.69,34.61,43.34,52.07,NA,5,3
981,4866,2,118,0,0,48.79,59.29,55.98,52.67,NA,NA,4,2
982,5003,2,118,0,1,39.78,50.76,50.49,50.21,32.67,36.44,2,2
983,5098,2,118,0,1,42.93,52.95,46.84,63.15,73.74,72.9,NA,2
984,1231,2,118,0,0,48.17,NA,NA,NA,NA,NA,2,1
985,5821,2,118,0,1,41.64,42.97,47.66,50.65,61.01,NA,2,2
986,5577,2,118,0,0,37.91,37.95,29.95,30.63,36.05,39.89,2,1
987,1929,2,118,0,0,36.43,44.68,43.94,39.41,39.74,40.06,1,2
988,3151,2,118,0,0,39.89,38.33,54.34,70.34,NA,NA,4,2
989,2894,2,118,0,0,53.38,43.8,47.59,61.05,64.97,64.68,2,3
990,6206,2,118,0,0,50.02,NA,NA,74.51,71.4,74.63,NA,2
991,3855,2,118,0,0,41.27,55.54,63.31,71.08,64.7,68.63,2,2
992,1178,2,118,0,0,60.45,66.15,72.42,78.69,78.25,79.82,2,2
993,6721,2,118,0,0,30.73,29.82,42.16,42.66,43.16,NA,3,2
994,2068,2,118,0,0,46.15,49.08,53.73,57,54.4,NA,2,2
995,1211,2,118,0,1,47.61,NA,NA,NA,NA,NA,1,2
996,5567,2,118,0,0,41.15,42.64,36.26,40.74,62.85,58.02,1,2
997,1950,2,118,0,0,36.31,40.07,38.09,39.48,44.13,43.8,4,5
998,2695,2,118,0,1,45.5,55.84,50.25,66.18,66.13,68.2,2,2
999,3524,2,118,0,0,39.55,NA,NA,NA,NA,NA,2,4
1000,6100,2,118,0,0,48.12,41.13,36.37,49.86,63.14,69.31,2,2
1001,6799,2,118,0,1,44.63,50.12,58.1,66.07,72.55,67.31,2,2
1002,6212,2,118,0,1,48.45,51.77,75.84,75.38,78.44,NA,2,2
1003,6569,2,118,0,1,42.24,43.62,38.37,45.68,NA,NA,1,1
1004,6533,2,118,0,1,37.38,32.77,37.79,65.4,64.86,67.02,2,1
1005,5621,2,118,0,0,29.7,45.41,43.84,37.89,39.86,33.01,2,2
1006,4506,2,118,0,1,50.34,56.01,40.12,47.86,54.21,53.81,2,2
1007,5193,2,118,0,0,46.24,49.78,51.28,52.78,60.01,64.7,2,1
1008,2976,2,118,0,1,54.68,56.91,54.01,57.78,61.54,NA,2,2
1009,6163,2,118,0,0,34.78,46.43,52.4,58.36,NA,NA,3,2
1010,5039,2,118,0,1,44.86,46.68,36.11,42.14,44.74,43.91,2,2
1011,5924,2,118,0,0,40,38.68,39.09,38.79,57.6,53.55,2,2
1012,2435,2,118,0,0,45.91,43.39,40.87,32.75,40.67,55.64,2,2
1013,3834,2,118,0,1,53.62,61.41,64.91,64.57,69.68,75.1,2,2
1014,4119,2,118,0,0,44.99,62.85,68.15,73.45,79.35,85.39,2,3
1015,1112,2,118,0,1,49.63,60.54,65.98,71.42,71.19,72.79,2,5
1016,3874,2,118,0,1,54.39,57.1,63,68.89,71.49,63.66,2,1
1017,5841,2,118,0,0,60.92,60.01,51.97,65.79,73.91,84,2,2
1018,5021,2,118,0,0,42.82,49.58,59.1,57.46,65.12,64.79,1,2
1019,3053,2,118,0,1,65.21,65.81,68.65,71.48,74.88,81.78,3,2
1020,5143,2,118,0,1,51.37,57.48,52.94,65.74,66.82,67.73,3,2
1021,4893,2,118,0,0,46.74,58.45,60.9,63.89,63.42,68.39,2,2
1022,6309,2,118,0,1,36.13,35.7,35.26,42.63,49.99,NA,5,5
1023,6880,2,119,0,1,36.47,52.71,54.19,50.35,55.58,55.6,2,2
1024,1012,2,119,0,1,45.21,51.24,56.72,57.33,57.25,65.05,3,2
1025,3590,2,119,0,1,60.91,60.41,69.28,72.27,74.66,78.45,4,5
1026,1440,2,119,0,0,48.79,62.87,66.26,67.16,70.36,71.62,2,3
1027,3737,2,119,0,0,69.53,70.74,84.47,90.82,87.28,95.35,4,4
1028,5825,2,119,0,0,71.59,67.94,79.48,89.66,86.74,89.7,2,5
1029,1807,2,119,0,1,33.6,54.67,61.47,68.27,63.47,66.87,4,3
1030,4038,2,119,0,1,60.95,63.15,72.96,75.69,77.78,77.51,2,5
1031,4898,2,119,0,0,76.8,83.43,93.36,93.04,94.62,97.67,2,4
1032,6837,2,119,0,0,42.88,46.82,42.78,53.52,47.17,50.33,2,3
1033,6819,2,119,0,0,47.48,54.82,64.48,63.35,73.08,80.03,2,2
1034,3534,2,119,0,1,46.85,55.23,62.23,60.56,64.04,64.94,2,5
1035,1479,2,119,0,0,63.19,58.86,61.2,71.51,77.01,76.93,4,4
1036,4335,2,119,0,0,55.76,64.1,62.91,66.77,71.06,79.4,2,5
1037,4035,2,119,0,1,46.33,39.88,50.19,53.33,NA,NA,3,2
1038,5016,2,119,0,0,53.16,54.63,55.23,62.75,62.36,64.37,2,4
1039,2669,2,119,0,0,43.79,45.31,53.81,49.83,NA,NA,2,2
1040,1296,2,119,0,1,46.19,39.96,52.73,66.92,56.54,NA,4,5
1041,5473,2,119,0,0,65.64,70.77,76.58,82.47,88.36,90.01,4,4
1042,1885,2,119,0,1,43.09,54.02,48.33,51.67,54.99,54.61,2,4
1043,5586,2,119,0,0,47.04,48.79,60.05,69.74,67.98,66.21,2,2
1044,2800,2,119,0,1,58.09,61.56,66.7,66.83,68.96,78.29,2,2
1045,4229,2,119,0,1,39.58,54.86,53.34,66.02,59.41,63.18,2,2
1046,5108,2,119,0,0,57.94,64.09,64.94,73.75,81.13,82.93,3,4
1047,1850,2,119,0,0,52.51,57.64,61.66,68.34,65.22,75.16,2,2
1048,2798,2,119,0,0,50.7,56.75,63.5,63.07,67.21,69.47,1,1
1049,2446,2,119,0,1,54.59,53.98,53.36,55.15,59.18,63.21,3,2
1050,6105,2,119,0,0,56.17,58.66,63.43,70.78,73.66,73.76,3,4
1051,1142,2,119,0,0,49.63,56.22,60.37,64,67.98,67.57,2,4
1052,5991,2,119,0,0,38.37,NA,NA,NA,NA,NA,NA,1
1053,3194,2,119,0,0,44.4,56.08,64.24,76.59,74.2,76.22,4,5
1054,6719,2,119,0,0,54.16,53.42,60.61,67.79,74.63,70.57,2,2
1055,1809,2,119,0,1,59.5,55.92,66.86,65.09,72.63,71.39,2,2
1056,3765,2,119,0,1,61.8,60.65,70.59,73.28,73.87,72.29,2,2
1057,5142,2,119,0,0,48.72,42.68,38.38,56.7,72.03,69.67,3,2
1058,5311,2,119,0,1,54.39,48.75,49.52,60.37,61.69,61.13,4,4
1059,6172,2,119,0,0,67.26,71.15,76.28,80.95,85.47,90.74,2,4
1060,3489,2,119,0,0,50.4,52.16,56.56,65.68,68.09,67.88,4,4
1061,6110,2,119,0,0,34.64,56.92,54.08,62.36,56.65,60.03,2,5
1062,2294,2,119,0,1,62.14,67.5,72.32,72.12,76.75,81.38,3,4
1063,4091,2,119,0,1,54.89,54.04,58.36,62.47,67.16,59.07,2,4
1064,3401,2,119,0,0,62.09,60.61,59.13,68.75,66.51,69.09,5,4
1065,5675,2,119,0,0,57.2,55.26,60.53,71.6,72.86,72.64,2,2
1066,6234,2,119,0,1,55.75,57.98,68.6,70.82,75.13,70.84,2,4
1067,3273,2,119,0,0,50,51.02,73,65.42,62.47,73.99,2,2
1068,5070,2,119,0,0,62.41,65.44,69.23,73.5,83.67,82.37,4,5
1069,2004,2,119,0,1,55.48,48.93,70.74,69.12,76.82,76.99,2,4
1070,3125,2,119,0,1,49.07,NA,NA,68.34,NA,NA,3,NA
1071,5990,2,119,0,0,60.29,62.77,64.38,68.91,75.57,83.89,4,4
1072,2096,2,119,0,0,47.73,64.54,65.09,62.42,67.34,67.66,2,4
1073,2641,2,119,0,0,63.32,68.04,67.7,73.7,76.57,79.43,5,4
1074,5116,2,119,0,0,41.38,53.21,56.64,70.75,72.33,75.18,2,2
1075,5376,2,119,0,1,36.15,35.59,40.08,45.75,39.63,45.16,2,2
1076,5154,2,119,0,0,43.9,47.6,67.46,75.94,76.8,79.06,2,5
1077,3622,2,119,0,1,46.54,50.77,55,58.86,62.04,61.86,2,2
1078,3769,2,119,0,1,47.1,43.05,46.17,56.19,57.73,57.09,3,2
1079,2632,2,119,0,1,36.53,51.58,52.33,54.41,NA,73.13,2,4
1080,3821,2,119,0,1,48.94,53.38,57.61,56.11,64,67.73,5,3
1081,4680,2,119,0,1,51.34,47.74,53.4,59.06,67.42,66.25,2,3
1082,6608,2,119,0,0,65.28,59.02,68.92,72.18,76.25,77.46,4,5
1083,5692,2,120,0,0,72.39,81,90.56,92.09,89.51,92.14,4,5
1084,2233,2,120,0,0,54.83,55.03,73.92,78.16,78.11,80.7,2,2
1085,1104,2,120,0,1,59.31,65.43,68.58,72.89,82.84,84.38,2,2
1086,4395,2,120,0,1,58.41,64.39,69.31,72.71,75.14,81.13,2,4
1087,5602,2,120,0,1,61.64,58.65,70.41,71.03,66.59,73.24,3,3
1088,1967,2,120,0,0,64.08,71.9,82.33,83.75,81.69,85.81,NA,3
1089,5955,2,120,0,1,56.22,62.26,73.28,74.84,82.68,79.38,2,5
1090,6512,2,120,0,1,51.84,49.04,50.91,45.46,50.81,48.73,2,2
1091,2281,2,120,0,0,34.42,40.16,45.32,46.04,53.22,52.52,1,2
1092,1229,2,120,0,1,53.08,53.7,71.84,67.58,65.84,67.42,4,2
1093,6420,2,120,0,0,53.55,51.82,48.18,66.12,89.89,85.74,2,2
1094,5925,2,120,0,1,50.47,46.44,56.31,69.32,69.6,69.87,4,2
1095,1144,2,120,0,0,38.27,32.78,47.86,39.55,45.97,45.92,2,NA
1096,1808,2,120,0,0,53.26,49.42,47.65,45.88,NA,NA,2,3
1097,4873,2,120,0,1,61.59,70.96,69.98,77.06,72.17,71.8,2,2
1098,3794,2,120,0,1,56.06,59,71.08,79.84,77.68,80.89,2,5
1099,2394,2,120,0,0,47.57,53.99,63.23,68.16,66.38,64.59,2,2
1100,6518,2,120,0,0,56.62,NA,NA,NA,NA,NA,2,NA
1101,6752,2,120,0,1,54.26,65.9,72.45,77.41,83.37,84.36,5,4
1102,2816,2,120,0,1,45.04,51.08,47.48,54.39,56.43,50.96,2,4
1103,6142,2,120,0,1,52.45,49.67,57.79,64.51,66.12,67.68,2,2
1104,5969,2,120,0,0,46.81,55.76,70.43,75.13,77.64,70.2,1,2
1105,2254,2,120,0,0,49.1,43.8,45.95,49.14,52.15,52.67,2,2
1106,3314,2,120,0,0,34.29,54.46,52.5,57.17,60.13,59.85,2,2
1107,6604,2,120,0,0,38.62,49.12,52.11,56.53,50.83,58.63,2,2
1108,4850,2,120,0,0,40.44,44.97,54.91,58.45,65.32,65.24,2,1
1109,5075,2,120,0,0,39.4,43.41,51.68,49.17,46.04,39.55,4,2
1110,2245,2,120,0,1,63.09,70.71,78.71,81.3,78.11,81.49,3,3
1111,1170,2,120,0,1,30.94,33.63,36.31,35.27,NA,NA,2,2
1112,2514,2,120,0,0,45.2,42.69,59.01,62.26,63.05,64.73,1,2
1113,4410,2,120,0,1,47.46,44.44,49.66,51.24,64.78,73.44,NA,NA
1114,3592,2,120,0,0,50.53,62.5,78.11,87.3,84.04,92.29,2,2
1115,6812,2,120,0,1,39.56,36.78,36.56,43.15,57.15,54.55,2,3
1116,6639,2,120,0,0,32.53,42.74,42.12,41.5,51.2,49.65,2,3
1117,6896,2,120,0,0,45.71,38.82,45.95,49.56,NA,NA,2,5
1118,3632,2,120,0,1,42.34,48.28,47.54,55.37,61.91,63.55,2,4
1119,4447,2,120,0,1,53.84,62.97,73.15,70.41,75.35,75.93,4,2
1120,6294,2,120,0,0,43.42,51.01,53.54,47.84,37,42.07,2,5
1121,2722,2,120,0,1,44.67,46.52,50.59,54.66,55.61,43.84,2,2
1122,2370,2,120,0,1,39.95,54.26,57.27,59.81,63.78,63.89,2,2
1123,2680,2,120,0,1,50.09,54.43,64.57,68.14,70.06,72.7,2,3
1124,6562,2,120,0,1,53.87,52.71,59.02,58.86,58.69,55.44,2,2
1125,5170,2,120,0,1,57.7,67.02,72.33,78.27,79.57,78.44,2,2
1126,6257,2,120,0,0,36.62,48.56,60.5,64.42,63.66,43.42,2,2
1127,3305,2,120,0,0,47.02,46.06,42.57,52.49,54.05,58.27,1,2
1128,6919,2,120,0,1,47.74,52.55,57.36,60.42,63.81,63.73,3,3
1129,2131,2,120,0,0,41.4,32.71,37.71,44.82,47.13,46.32,2,3
1130,4858,2,120,0,1,43.39,41.26,39.12,32.02,36.48,40.94,1,1
1131,2141,2,120,0,0,53.17,66.06,72.39,76.73,80.11,NA,4,5
1132,6699,2,120,0,0,39.02,59.57,49.47,71.06,62.11,63.31,2,2
1133,6930,2,120,0,1,53.82,57.67,67.01,71.19,77.05,81,2,2
1134,3652,2,120,0,1,48.13,55.29,56.37,64.34,59.4,62.66,2,2
1135,2525,2,120,0,1,58.49,62.59,71.8,75.56,75.44,79.3,2,NA
1136,6271,2,120,0,1,36.16,43.05,43.96,44.87,50.71,50.31,2,2
1137,1403,2,120,0,0,32.42,56.03,53.06,69.15,64.81,60.46,2,2
1138,3032,2,120,0,1,NA,NA,NA,NA,NA,NA,NA,NA
1139,2955,2,121,0,0,52.77,55.12,68.65,73.02,77.36,81.61,2,2
1140,2482,2,121,0,1,41.44,37.15,49.61,55.42,58.08,NA,1,2
1141,2936,2,121,0,1,56.09,57.01,64.53,77.28,81.78,86.04,4,3
1142,1761,2,121,0,0,59.03,58.05,58.65,60.45,57.74,58.92,2,2
1143,1325,2,121,0,0,62.25,69.56,66.64,63.72,NA,NA,2,2
1144,5477,2,121,0,0,71.45,80.11,89.09,88.65,83.48,91.22,5,5
1145,5146,2,121,0,1,43.14,48.92,54.25,60.04,62.71,62.44,2,3
1146,4943,2,121,0,1,64.46,66.57,75.66,84.64,87.49,89.61,2,4
1147,2831,2,121,0,0,52.38,52.42,58.32,62.19,NA,NA,2,2
1148,5611,2,121,0,0,47.86,57.07,66.11,70.18,75.74,70.67,2,2
1149,1460,2,121,0,0,42.64,37.39,73.41,69.69,72.51,NA,4,2
1150,6103,2,121,0,0,59.06,59.98,70.52,76.09,76.29,77.88,2,3
1151,1233,2,121,0,0,52.86,62.73,73.84,76.2,78.56,NA,2,5
1152,5091,2,121,0,0,50.59,63.63,63.91,69.77,69.81,69.85,2,2
1153,5980,2,121,0,0,51.75,58.97,66.05,73.12,76.78,74.67,4,5
1154,2317,2,121,0,1,45.32,52.3,55.52,59.68,62.78,62.61,2,1
1155,6871,2,121,0,0,44.08,36.48,40.52,39.99,42.27,43.23,1,1
1156,4863,2,121,0,0,67.88,79.41,84.01,91.15,92.03,99.3,2,2
1157,3130,2,121,0,0,42.91,49.82,53.86,56.6,59.33,NA,2,2
1158,4398,2,121,0,1,47.29,44.86,57.15,60.43,63.76,63.67,2,2
1159,4889,2,121,0,1,48.97,52.59,51.04,61.6,60.98,62.19,1,1
1160,6671,2,121,0,0,56.37,60.32,58.67,63.75,64.59,65.42,2,NA
1161,4695,2,121,0,1,53.2,57.31,64.59,71.95,67.07,71.4,3,4
1162,3700,2,121,0,1,57.72,54.05,65.33,70.06,73.63,74.92,2,2
1163,1667,2,121,0,1,47.94,53.23,62.42,70.02,69.02,62.26,2,2
1164,3202,2,121,0,0,63.38,66.69,74.25,78.13,83.79,85.05,1,2
1165,4468,2,121,0,0,61.5,63.05,71.09,79.12,84.49,91.48,2,4
1166,4654,2,121,0,1,38.88,32.98,40.74,38.96,41.88,40.83,2,NA
1167,3317,2,121,0,1,58.09,62.07,64.48,69.45,68.84,72.32,2,2
1168,5613,2,121,0,0,49.52,57.58,62.63,71.63,71.88,74.11,1,1
1169,6720,2,121,0,0,69.87,65.56,75.39,80.03,85.13,84.38,2,2
1170,1899,2,121,0,0,42.61,43.21,56.1,64.38,64.28,64.17,1,1
1171,1242,2,121,0,1,48.59,51.83,57.25,53.44,60.36,60.05,NA,NA
1172,3626,2,121,0,0,36.74,51.92,53.29,55.69,58.87,59.64,2,2
1173,2474,2,121,0,1,50.31,51.56,59.36,61.96,60.5,62.06,2,4
1174,2450,2,121,0,0,29.89,33.37,38.46,39.44,40.41,36.84,2,1
1175,3869,2,121,0,0,58.79,60.91,63.02,72.98,54.27,70,2,5
1176,4685,2,121,0,0,62.65,79.23,78.03,84.75,87.75,86.82,2,2
1177,2604,2,121,0,0,53.66,NA,NA,NA,NA,NA,5,2
1178,2339,2,121,0,1,49.68,52.32,59.91,60.82,70.37,69.7,2,4
1179,4419,2,121,0,1,59.44,66.5,81.39,87.34,88.9,91.47,4,5
1180,4353,2,121,0,0,46.01,54.71,55.82,53.88,58.61,58.62,2,3
1181,4387,2,121,0,0,50.75,59.75,63.58,71.58,69.3,67.02,2,NA
1182,3917,2,121,0,0,57.41,56.36,66.32,74.28,68.03,72.07,2,3
1183,3816,2,121,0,0,42.25,37.33,50.6,40.98,42.3,41.24,1,1
1184,1198,2,121,0,0,46.98,47.27,51.22,55.39,54.4,56.24,3,3
1185,6004,2,121,0,0,63.81,59.81,67.17,72.53,75.47,77.42,2,2
1186,3951,2,121,0,1,59.16,63.18,67.19,74.46,75.63,77.74,2,3
1187,1760,2,121,0,1,55.45,58.87,63.77,66.81,70.01,63.52,2,1
1188,1973,2,121,0,1,57.32,60.97,62.16,71.83,70.01,72.79,3,3
1189,2716,2,121,0,0,67.52,74.14,74.97,76.05,83.04,97.67,2,4
1190,3167,2,121,0,1,47.3,56.03,62.59,67.62,62.9,69.34,2,2
1191,5629,2,121,0,1,56.35,50.84,58.35,71.36,72.1,71.76,3,5
1192,1009,2,121,0,0,53.29,57.89,62.49,63.29,68.57,69.12,3,2
1193,3784,2,121,0,1,40.72,44,35.53,38.42,35.83,35.84,5,1
1194,4776,2,121,0,1,62.57,61.68,70.02,72.35,77.79,76.28,2,2
1195,4274,2,121,0,0,51.44,52.91,54.38,NA,NA,NA,2,2
1196,4440,2,121,0,1,36.04,40.39,38.95,30.52,34.66,32.77,2,4
1197,3484,2,121,0,1,58.38,58.42,58.82,69.91,65.87,64.68,2,1
1198,6675,2,121,0,0,67.59,72.15,84.78,83.16,90.25,91.2,4,4
1199,3187,2,122,0,1,41.2,42.1,39.48,46.49,48.83,48.07,2,2
1200,5239,2,122,0,1,40.34,54.1,49.71,NA,NA,NA,2,1
1201,3850,2,122,0,1,36.63,40.15,NA,NA,NA,NA,3,1
1202,4152,2,122,0,0,38.5,30.99,57.45,70.28,73.43,81.01,3,3
1203,5768,2,122,0,1,45.65,62.39,62.77,73.58,76.57,78.99,2,1
1204,6700,2,122,0,1,55.71,68.39,70.88,76.45,79.44,81.54,2,1
1205,3589,2,122,0,0,52.3,62.27,72.24,69.36,85.58,85.8,2,3
1206,2021,2,122,0,1,48.61,60.7,69.71,71.1,72.83,78.58,2,NA
1207,6050,2,122,0,1,32.73,38,48.05,40.08,NA,NA,NA,1
1208,3068,2,122,0,0,34.9,42.71,50.33,56.27,61.54,67.83,2,2
1209,2873,2,122,0,0,47.7,NA,NA,NA,NA,NA,3,2
1210,6390,2,122,0,0,35.81,32.92,35.23,49.56,NA,NA,1,1
1211,1623,2,122,0,1,38.93,33.83,35.41,NA,NA,NA,2,4
1212,4150,2,122,0,1,46.99,58.46,52.28,59.91,62.21,NA,3,2
1213,1758,2,122,0,0,34.08,NA,NA,52.09,55.62,NA,NA,NA
1214,5570,2,122,0,1,43.45,59.17,67.18,66.13,71.9,77.66,3,2
1215,5943,2,122,0,1,41.14,32.57,39.76,43.07,NA,NA,NA,NA
1216,3368,2,122,0,1,43,40.41,38.79,38.52,42.8,NA,2,NA
1217,3271,2,122,0,1,52.26,61.84,61.72,71.08,66.68,71.89,2,3
1218,4614,2,122,0,1,58.31,NA,NA,NA,NA,NA,3,3
1219,5464,2,122,0,1,51.7,63.32,65.3,67.27,75.32,75.32,3,2
1220,4944,2,122,0,0,43.48,45.62,47.66,42.92,44.52,40.81,2,2
1221,2333,2,122,0,0,43.41,60.62,56.65,69.4,80.34,69.47,2,2
1222,1964,2,122,0,0,34.87,33.09,44.56,60.22,60.25,59.41,3,4
1223,6048,2,122,0,0,45.49,41.76,48.07,51.54,NA,NA,2,2
1224,5913,2,122,0,0,51.04,62.23,67.01,63.22,74.28,70.37,2,2
1225,4456,2,122,0,1,51.29,55.53,66.88,74.51,75.64,78.48,3,2
1226,1615,2,122,0,0,38.66,42.39,37,47.56,68.73,64.45,2,2
1227,6875,2,122,0,0,43.56,38.3,50.4,66.19,66.19,65.52,2,1
1228,4842,2,122,0,1,49.02,47.58,62.85,58.44,NA,NA,NA,NA
1229,5524,2,122,0,1,42.15,59.35,65.39,67.24,75.42,80.77,2,2
1230,4058,2,122,0,1,35.03,38.26,41.48,46.97,NA,NA,NA,NA
1231,3710,2,122,0,1,44.84,65.5,60.57,65.65,68.5,68.46,2,2
1232,2167,2,122,0,1,58.02,61.17,59.45,67.07,71.06,71.18,2,2
1233,2985,2,122,0,0,43.41,46,57.19,59.25,60.96,64.21,2,1
1234,5273,2,122,0,1,37.25,NA,NA,NA,NA,NA,3,NA
1235,4975,2,122,0,1,50.3,55.22,53.98,63.3,64.17,NA,2,NA
1236,4518,2,122,0,0,35.32,33.32,42.25,33.1,NA,NA,1,1
1237,6305,2,122,0,1,53.53,74.31,76.31,78.8,83.44,83.78,4,4
1238,4339,2,122,0,0,37.56,39.28,NA,NA,NA,NA,2,2
1239,3217,2,122,0,0,54.6,58.4,63.41,71.42,79.23,79.47,2,2
1240,4923,2,122,0,0,51.93,44.2,40.87,55.63,59.87,59.76,1,2
1241,1359,2,122,0,0,60.87,65.68,72.15,77.36,85.44,88.5,3,5
1242,4649,2,122,0,0,54.21,71.78,83.93,91.92,93.39,97.69,4,3
1243,4678,2,122,0,0,31,43.74,61.13,67.78,70.22,70.15,4,5
1244,3547,2,122,0,1,39.35,42.39,41.91,NA,NA,NA,1,1
1245,5094,2,122,0,0,58.22,55.25,71.12,79.98,81.83,82.01,2,2
1246,4869,2,122,0,0,38.5,48.55,64.49,67.31,67.6,63.37,2,2
1247,4025,2,122,0,0,51.95,55.27,69.61,71.76,74.64,68.71,2,NA
1248,1039,2,122,0,1,34.89,41.85,37.61,33.37,63.42,NA,2,2
1249,1769,2,122,0,1,NA,60.4,NA,NA,NA,NA,4,2
1250,4550,2,122,0,0,36.47,36.55,50.61,42.02,54.06,52.72,2,2
1251,5035,2,122,0,1,54.89,55.54,69.84,71.38,72.85,74.75,2,3
1252,6524,2,122,0,1,34.93,58.84,57.19,58.82,NA,NA,2,2
1253,6698,2,122,0,1,35.43,44.11,52.3,63.33,67.15,NA,2,1
1254,5490,2,122,0,1,49.39,60.36,62.57,68.04,71.1,72.47,2,2
1255,2365,2,122,0,1,61.93,67.59,72.33,81.16,84.01,85.97,2,NA
1256,1129,2,122,0,0,40.34,43.3,51.19,61.15,62.7,62.23,2,2
1257,5096,2,122,0,0,32.3,46.75,40.62,37.95,38.84,53.31,2,3
1258,3862,2,122,0,1,49.44,53.22,58.03,NA,NA,NA,2,2
1259,6398,2,123,0,0,73.75,83,85.97,93.27,97.39,94,4,2
1260,6374,2,123,0,1,55.82,58.24,62.55,61.83,66.23,70.22,4,5
1261,1919,2,123,0,0,57.94,61.86,64.17,75.64,76.79,76.68,4,5
1262,6474,2,123,0,0,61.6,62.35,58.27,78.78,77.52,76.96,4,4
1263,1921,2,123,0,1,59.72,55.78,63.05,70.31,NA,NA,2,4
1264,5161,2,123,0,0,40.15,48.14,70.53,73.6,76.99,77.32,4,4
1265,6422,2,123,0,0,55.85,54.13,52.41,50.95,55.55,55.44,5,5
1266,4157,2,123,0,1,45.82,52.61,60.08,64.35,66.43,69.19,5,NA
1267,6207,2,123,0,0,35.7,71.24,66.67,74.48,NA,NA,2,4
1268,3268,2,123,0,1,74.04,80.79,85.2,85.43,89.58,91.66,4,5
1269,1410,2,123,0,0,49.95,53.59,62.64,64.97,68.56,68.66,4,2
1270,1830,2,123,0,0,74.64,75.22,80.43,89.06,86.93,91.28,5,5
1271,5444,2,123,0,0,68.61,70.97,78.72,86.32,95.35,88.29,2,5
1272,6146,2,123,0,1,73.79,81.45,81.51,84.38,89.11,88.72,5,4
1273,6014,2,123,0,0,49.13,53.11,57.09,62.17,63.94,59.86,2,2
1274,2788,2,123,0,0,61.67,63.86,65.14,73.47,75.46,75.47,3,3
1275,2904,2,123,0,1,55.66,65.34,73.44,78.22,81.15,81.52,2,4
1276,5711,2,123,0,0,43.88,42.25,55.63,61.44,65.89,67.82,2,2
1277,1482,2,123,0,1,57.4,54.09,67.53,67.96,NA,NA,2,3
1278,4965,2,123,0,0,64.46,68.15,83.4,87.32,84.74,97.56,5,5
1279,2414,2,123,0,0,66.12,59.94,67.39,68.85,72.67,76,4,4
1280,4286,2,123,0,0,58.87,51.98,65.89,68.14,70.85,NA,2,2
1281,5935,2,123,0,1,42.1,47.78,55.36,48.16,55.75,41.4,2,3
1282,1551,2,123,0,1,51.57,51.85,57.43,67.52,69.04,68.75,2,2
1283,5968,2,123,0,0,66.58,70.49,74.39,75.57,83.33,83.77,4,4
1284,1905,2,123,0,1,54.25,58.5,68.05,80,81.02,82.98,2,4
1285,4505,2,123,0,1,48.61,44.11,56.66,59.23,61.52,NA,2,2
1286,5509,2,123,0,1,60.83,67.81,76.1,79.92,82.76,NA,1,4
1287,1575,2,123,0,0,40.44,33.9,38.42,50.26,51.31,50.38,2,4
1288,4279,2,123,0,1,51.79,51.13,56.22,74.64,73.94,73.38,2,4
1289,3213,2,123,0,0,55.93,57.85,69.2,73.32,80.36,81.43,3,3
1290,2325,2,123,0,1,53.05,56.51,54.44,60.97,63.32,NA,4,5
1291,5805,2,123,0,0,50.06,41.29,65.63,72.89,70.19,67.49,2,5
1292,1800,2,123,0,1,63.16,62.22,75.75,80.82,83.68,86.53,4,5
1293,3445,2,123,0,0,70.61,79.63,82.52,87.79,90.59,92.25,5,5
1294,5964,2,123,0,0,52.46,53.94,62.63,60.39,65.2,65.43,4,2
1295,2457,2,123,0,1,62.91,70.3,77.68,73.13,78.55,81.83,4,5
1296,2387,2,123,0,0,57.41,65.54,73.67,79.75,82.34,82.68,4,4
1297,1476,2,123,0,0,64.74,71.06,74.36,81,87.4,82.69,2,4
1298,2209,2,123,0,1,57.51,53.81,64.69,72.96,74.96,74.96,2,4
1299,2776,2,123,0,0,32.8,28.54,36.44,40.17,49.36,NA,4,4
1300,6044,2,123,0,1,61.99,66.86,65.68,66.46,70.46,70.7,3,2
1301,3515,2,123,0,0,35.02,55.02,61.01,69.52,68.48,69.53,2,2
1302,3479,2,123,0,0,53.32,56.5,66.01,72.54,75.01,75.09,4,2
1303,2792,2,123,0,1,65.79,72.96,76.91,84.97,87.03,88.78,2,2
1304,2576,2,123,0,1,57.4,68.5,70.8,76.44,79.93,81.52,5,5
1305,3133,2,123,0,1,49.25,53.9,58.55,67.43,71,73.89,1,1
1306,6083,2,123,0,0,44,45.57,47.14,42.73,48.11,47.92,2,5
1307,2447,2,123,0,1,52.22,56.32,60.41,68.91,NA,NA,1,2
1308,5986,2,123,0,0,69.77,71.9,75.12,84.17,85.97,87.73,5,5
1309,2661,2,123,0,0,52.89,59.02,65.15,76.18,78.32,82.29,2,4
1310,6685,2,123,0,0,35.56,38.37,42.12,40.25,44.96,44.54,4,2
1311,2858,2,123,0,1,56.12,50.68,55.59,60.23,66.27,NA,4,5
